Y,M,D,h,m,s,yout
2001,4,2,0,0,0,64.097
2001,4,3,0,0,0,62.938
2001,4,4,0,0,0,65.626
2001,4,5,0,0,0,67.714
2001,4,6,0,0,0,69.252
2001,4,7,0,0,0,69.597
2001,4,8,0,0,0,70.066
2001,4,9,0,0,0,70.749
2001,4,10,0,0,0,69.949
2001,4,11,0,0,0,65.398
2001,4,12,0,0,0,62.579
2001,4,13,0,0,0,58.449
2001,4,14,0,0,0,61.52
2001,4,15,0,0,0,64.827
2001,4,16,0,0,0,65.432
2001,4,17,0,0,0,66.279
2001,4,18,0,0,0,65.541
2001,4,19,0,0,0,63.97
2001,4,20,0,0,0,64.333
2001,4,21,0,0,0,64.618
2001,4,22,0,0,0,64.957
2001,4,23,0,0,0,63.648
2001,4,24,0,0,0,66.524
2001,4,25,0,0,0,69.102
2001,4,26,0,0,0,70.554
2001,4,27,0,0,0,67.495
2001,4,28,0,0,0,68.412
2001,4,29,0,0,0,66.538
2001,4,30,0,0,0,63.427
2001,5,1,0,0,0,60.542
2001,5,2,0,0,0,59.125
2001,5,3,0,0,0,57.083
2001,5,4,0,0,0,55.467
2001,5,5,0,0,0,54.432
2001,5,6,0,0,0,54.906
2001,5,7,0,0,0,56.358
2001,5,8,0,0,0,61.088
2001,5,9,0,0,0,60.957
2001,5,10,0,0,0,58.426
2001,5,11,0,0,0,57.812
2001,5,12,0,0,0,57.51
2001,5,13,0,0,0,59.077
2001,5,14,0,0,0,59.1
2001,5,15,0,0,0,62.394
2001,5,16,0,0,0,66.843
2001,5,17,0,0,0,69.904
2001,5,18,0,0,0,68.979
2001,5,19,0,0,0,70.388
2001,5,20,0,0,0,71.394
2001,5,21,0,0,0,71.099
2001,5,22,0,0,0,70.559
2001,5,23,0,0,0,69.299
2001,5,24,0,0,0,67.712
2001,5,25,0,0,0,66.827
2001,5,26,0,0,0,69.018
2001,5,27,0,0,0,70.277
2001,5,28,0,0,0,67.928
2001,5,29,0,0,0,67.421
2001,5,30,0,0,0,61.626
2001,5,31,0,0,0,58.273
2001,6,1,0,0,0,63.991
2001,6,2,0,0,0,64.875
2001,6,3,0,0,0,66.943
2001,6,4,0,0,0,69.475
2001,6,5,0,0,0,71.329
2001,6,6,0,0,0,71.231
2001,6,7,0,0,0,69.603
2001,6,8,0,0,0,67.351
2001,6,9,0,0,0,66.061
2001,6,10,0,0,0,63.686
2001,6,11,0,0,0,65.179
2001,6,12,0,0,0,65.952
2001,6,13,0,0,0,64.202
2001,6,14,0,0,0,61.813
2001,6,15,0,0,0,59.697
2001,6,16,0,0,0,57.813
2001,6,17,0,0,0,56.957
2001,6,18,0,0,0,60.145
2001,6,19,0,0,0,63.163
2001,6,20,0,0,0,65.251
2001,6,21,0,0,0,67.528
2001,6,22,0,0,0,67.457
2001,6,23,0,0,0,65.883
2001,6,24,0,0,0,67.366
2001,6,25,0,0,0,69.715
2001,6,26,0,0,0,67.12
2001,6,27,0,0,0,68.445
2001,6,28,0,0,0,66.215
2001,6,29,0,0,0,65.125
2001,6,30,0,0,0,62.766
2001,7,1,0,0,0,62.18
2001,7,2,0,0,0,64.92
2001,7,3,0,0,0,63.918
2001,7,4,0,0,0,62.898
2001,7,5,0,0,0,60.853
2001,7,6,0,0,0,56.573
2001,7,7,0,0,0,54.017
2001,7,8,0,0,0,52.067
2001,7,9,0,0,0,53.311
2001,7,10,0,0,0,54.283
2001,7,11,0,0,0,56.041
2001,7,12,0,0,0,58.055
2001,7,13,0,0,0,62.161
2001,7,14,0,0,0,63.425
2001,7,15,0,0,0,63.588
2001,7,16,0,0,0,63.474
2001,7,17,0,0,0,62.553
2001,7,18,0,0,0,62.892
2001,7,19,0,0,0,63.193
2001,7,20,0,0,0,61.92
2001,7,21,0,0,0,60.847
2001,7,22,0,0,0,61.79
2001,7,23,0,0,0,60.026
2001,7,24,0,0,0,59.714
2001,7,25,0,0,0,63.402
2001,7,26,0,0,0,63.71
2001,7,27,0,0,0,64.105
2001,7,28,0,0,0,65.566
2001,7,29,0,0,0,64.751
2001,7,30,0,0,0,60.862
2001,7,31,0,0,0,60.527
2001,8,1,0,0,0,60.93
2001,8,2,0,0,0,62.901
2001,8,3,0,0,0,65.547
2001,8,4,0,0,0,66.09
2001,8,5,0,0,0,66.494
2001,8,6,0,0,0,65.806
2001,8,7,0,0,0,65.523
2001,8,8,0,0,0,63.533
2001,8,9,0,0,0,60.238
2001,8,10,0,0,0,57.529
2001,8,11,0,0,0,56.361
2001,8,12,0,0,0,57.554
2001,8,13,0,0,0,57.144
2001,8,14,0,0,0,60.806
2001,8,15,0,0,0,61.626
2001,8,16,0,0,0,59.413
2001,8,17,0,0,0,62.33
2001,8,18,0,0,0,60.829
2001,8,19,0,0,0,57.762
2001,8,20,0,0,0,55.414
2001,8,21,0,0,0,58.839
2001,8,22,0,0,0,58.535
2001,8,23,0,0,0,58.428
2001,8,24,0,0,0,58.059
2001,8,25,0,0,0,58.076
2001,8,26,0,0,0,58.032
2001,8,27,0,0,0,59.477
2001,8,28,0,0,0,59.801
2001,8,29,0,0,0,59.187
2001,8,30,0,0,0,58.301
2001,8,31,0,0,0,57.433
2001,9,1,0,0,0,56.227
2001,9,2,0,0,0,55.021
2001,9,3,0,0,0,56.003
2001,9,4,0,0,0,56.449
2001,9,5,0,0,0,56.397
2001,9,6,0,0,0,57.994
2001,9,7,0,0,0,55.197
2001,9,8,0,0,0,57.213
2001,9,9,0,0,0,60.105
2001,9,10,0,0,0,62.228
2001,9,11,0,0,0,61.656
2001,9,12,0,0,0,61.89
2001,9,13,0,0,0,63.702
2001,9,14,0,0,0,65.434
2001,9,15,0,0,0,63.839
2001,9,16,0,0,0,61.95
2001,9,17,0,0,0,60.425
2001,9,18,0,0,0,60.689
2001,9,19,0,0,0,62.152
2001,9,20,0,0,0,63.642
2001,9,21,0,0,0,65.344
2001,9,22,0,0,0,67.757
2001,9,23,0,0,0,68.751
2001,9,24,0,0,0,68.306
2001,9,25,0,0,0,67.768
2001,9,26,0,0,0,66.089
2001,9,27,0,0,0,66.152
2001,9,28,0,0,0,66.878
2001,9,29,0,0,0,67.102
2001,9,30,0,0,0,67.506
2001,10,1,0,0,0,67.963
2001,10,2,0,0,0,66.304
2001,10,3,0,0,0,65.24
2001,10,4,0,0,0,63.281
2001,10,5,0,0,0,60.699
2001,10,6,0,0,0,61.1
2001,10,7,0,0,0,57.345
2001,10,8,0,0,0,59.643
2001,10,9,0,0,0,61.228
2001,10,10,0,0,0,59.504
2001,10,11,0,0,0,63.093
2001,10,12,0,0,0,65.378
2001,10,13,0,0,0,65.846
2001,10,14,0,0,0,65.886
2001,10,15,0,0,0,66.814
2001,10,16,0,0,0,66.05
2001,10,17,0,0,0,68.694
2001,10,18,0,0,0,68.362
2001,10,19,0,0,0,67.607
2001,10,20,0,0,0,63.429
2001,10,21,0,0,0,63.65
2001,10,22,0,0,0,62.884
2001,10,23,0,0,0,64.06
2001,10,24,0,0,0,66.409
2001,10,25,0,0,0,68.62
2001,10,26,0,0,0,68.184
2001,10,27,0,0,0,67.224
2001,10,28,0,0,0,66.127
2001,10,29,0,0,0,67.978
2001,10,30,0,0,0,70.688
2001,10,31,0,0,0,68.406
2001,11,1,0,0,0,66.421
2001,11,2,0,0,0,66.254
2001,11,3,0,0,0,66.217
2001,11,4,0,0,0,67.098
2001,11,5,0,0,0,66.611
2001,11,6,0,0,0,63.728
2001,11,7,0,0,0,58.966
2001,11,8,0,0,0,60.324
2001,11,9,0,0,0,62.497
2001,11,10,0,0,0,62.662
2001,11,11,0,0,0,62.471
2001,11,12,0,0,0,62.907
2001,11,13,0,0,0,63.3
2001,11,14,0,0,0,63.471
2001,11,15,0,0,0,65.992
2001,11,16,0,0,0,67.759
2001,11,17,0,0,0,68.409
2001,11,18,0,0,0,70.425
2001,11,19,0,0,0,70.269
2001,11,20,0,0,0,70.154
2001,11,21,0,0,0,70.309
2001,11,22,0,0,0,66.206
2001,11,23,0,0,0,63.367
2001,11,24,0,0,0,63.686
2001,11,25,0,0,0,66.725
2001,11,26,0,0,0,66.23
2001,11,27,0,0,0,65.269
2001,11,28,0,0,0,64.341
2001,11,29,0,0,0,63.318
2001,11,30,0,0,0,62.523
2001,12,1,0,0,0,61.95
2001,12,2,0,0,0,63.625
2001,12,3,0,0,0,62.821
2001,12,4,0,0,0,62.867
2001,12,5,0,0,0,63.329
2001,12,6,0,0,0,63.766
2001,12,7,0,0,0,64.013
2001,12,8,0,0,0,62.231
2001,12,9,0,0,0,61.582
2001,12,10,0,0,0,62.318
2001,12,11,0,0,0,62.744
2001,12,12,0,0,0,61.441
2001,12,13,0,0,0,63.401
2001,12,14,0,0,0,63.472
2001,12,15,0,0,0,63.19
2001,12,16,0,0,0,63.516
2001,12,17,0,0,0,63.695
2001,12,18,0,0,0,60.802
2001,12,19,0,0,0,60.696
2001,12,20,0,0,0,65.338
2001,12,21,0,0,0,63.64
2001,12,22,0,0,0,63.54
2001,12,23,0,0,0,63.554
2001,12,24,0,0,0,64.393
2001,12,25,0,0,0,67.109
2001,12,26,0,0,0,67.648
2001,12,27,0,0,0,65.251
2001,12,28,0,0,0,65.062
2001,12,29,0,0,0,67.278
2001,12,30,0,0,0,65.112
2001,12,31,0,0,0,65.961
2002,1,1,0,0,0,65.1
2002,1,2,0,0,0,64.753
2002,1,3,0,0,0,66.729
2002,1,4,0,0,0,66.956
2002,1,5,0,0,0,67.391
2002,1,6,0,0,0,68.547
2002,1,7,0,0,0,69.859
2002,1,8,0,0,0,69.021
2002,1,9,0,0,0,68.605
2002,1,10,0,0,0,67.966
2002,1,11,0,0,0,68.682
2002,1,12,0,0,0,66.803
2002,1,13,0,0,0,67.642
2002,1,14,0,0,0,65.653
2002,1,15,0,0,0,66.361
2002,1,16,0,0,0,68.31
2002,1,17,0,0,0,68.962
2002,1,18,0,0,0,69.505
2002,1,19,0,0,0,70.082
2002,1,20,0,0,0,70.625
2002,1,21,0,0,0,72.302
2002,1,22,0,0,0,71.765
2002,1,23,0,0,0,72.08
2002,1,24,0,0,0,71.9
2002,1,25,0,0,0,71.254
2002,1,26,0,0,0,70.16
2002,1,27,0,0,0,70.975
2002,1,28,0,0,0,70.426
2002,1,29,0,0,0,71.264
2002,1,30,0,0,0,71.507
2002,1,31,0,0,0,70.992
2002,2,1,0,0,0,67.931
2002,2,2,0,0,0,69.768
2002,2,3,0,0,0,66.83
2002,2,4,0,0,0,66.191
2002,2,5,0,0,0,66.645
2002,2,6,0,0,0,67.099
2002,2,7,0,0,0,67.553
2002,2,8,0,0,0,68.007
2002,2,9,0,0,0,68.461
2002,2,10,0,0,0,68.915
2002,2,11,0,0,0,69.369
2002,2,12,0,0,0,69.823
2002,2,13,0,0,0,70.277
2002,2,14,0,0,0,70.731
2002,2,15,0,0,0,71.185
2002,2,16,0,0,0,71.639
2002,2,17,0,0,0,72.093
2002,2,18,0,0,0,72.775
2002,2,19,0,0,0,73.456
2002,2,20,0,0,0,73.91
2002,2,21,0,0,0,74.364
2002,2,22,0,0,0,74.818
2002,2,23,0,0,0,75.272
2002,2,24,0,0,0,75.726
2002,2,25,0,0,0,76.18
2002,2,26,0,0,0,76.634
2002,2,27,0,0,0,77.088
2002,2,28,0,0,0,75.412
2002,3,1,0,0,0,71.722
2002,3,2,0,0,0,72.884
2002,3,3,0,0,0,74.002
2002,3,4,0,0,0,75.764
2002,3,5,0,0,0,76.724
2002,3,6,0,0,0,76.331
2002,3,7,0,0,0,76.111
2002,3,8,0,0,0,74.063
2002,3,9,0,0,0,74.1
2002,3,10,0,0,0,74.612
2002,3,11,0,0,0,74.125
2002,3,12,0,0,0,71.877
2002,3,13,0,0,0,71.003
2002,3,14,0,0,0,70.196
2002,3,15,0,0,0,69.376
2002,3,16,0,0,0,69.747
2002,3,17,0,0,0,71.376
2002,3,18,0,0,0,71.737
2002,3,19,0,0,0,75.323
2002,3,20,0,0,0,75.145
2002,3,21,0,0,0,75.216
2002,3,22,0,0,0,72.904
2002,3,23,0,0,0,72.682
2002,3,24,0,0,0,70.628
2002,3,25,0,0,0,69.608
2002,3,26,0,0,0,69.193
2002,3,27,0,0,0,68.991
2002,3,28,0,0,0,69.201
2002,3,29,0,0,0,70.025
2002,3,30,0,0,0,71.856
2002,3,31,0,0,0,72.227
2002,4,1,0,0,0,72.622
2002,4,2,0,0,0,75.199
2002,4,3,0,0,0,73.828
2002,4,4,0,0,0,73.29
2002,4,5,0,0,0,73.771
2002,4,6,0,0,0,71.666
2002,4,7,0,0,0,73.263
2002,4,8,0,0,0,73.213
2002,4,9,0,0,0,73.439
2002,4,10,0,0,0,74.815
2002,4,11,0,0,0,75.318
2002,4,12,0,0,0,73.63
2002,4,13,0,0,0,74.083
2002,4,14,0,0,0,75.022
2002,4,15,0,0,0,74.555
2002,4,16,0,0,0,75.98
2002,4,17,0,0,0,76.391
2002,4,18,0,0,0,74.785
2002,4,19,0,0,0,74.384
2002,4,20,0,0,0,74.052
2002,4,21,0,0,0,73.72
2002,4,22,0,0,0,73.388
2002,4,23,0,0,0,73.056
2002,4,24,0,0,0,72.724
2002,4,25,0,0,0,72.392
2002,4,26,0,0,0,72.061
2002,4,27,0,0,0,71.729
2002,4,28,0,0,0,71.397
2002,4,29,0,0,0,71.065
2002,4,30,0,0,0,70.733
2002,5,1,0,0,0,70.401
2002,5,2,0,0,0,70.069
2002,5,3,0,0,0,69.737
2002,5,4,0,0,0,69.405
2002,5,5,0,0,0,69.073
2002,5,6,0,0,0,68.741
2002,5,7,0,0,0,68.409
2002,5,8,0,0,0,68.077
2002,5,9,0,0,0,67.746
2002,5,10,0,0,0,67.414
2002,5,11,0,0,0,67.082
2002,5,12,0,0,0,66.75
2002,5,13,0,0,0,66.418
2002,5,14,0,0,0,66.086
2002,5,15,0,0,0,65.754
2002,5,16,0,0,0,65.422
2002,5,17,0,0,0,65.131
2002,5,18,0,0,0,65.713
2002,5,19,0,0,0,63.885
2002,5,20,0,0,0,64.062
2002,5,21,0,0,0,63.579
2002,5,22,0,0,0,63.614
2002,5,23,0,0,0,65.493
2002,5,24,0,0,0,67.027
2002,5,25,0,0,0,67.877
2002,5,26,0,0,0,68.726
2002,5,27,0,0,0,69.576
2002,5,28,0,0,0,70.426
2002,5,29,0,0,0,71.26
2002,5,30,0,0,0,71.883
2002,5,31,0,0,0,71.635
2002,6,1,0,0,0,69.734
2002,6,2,0,0,0,66.518
2002,6,3,0,0,0,69.661
2002,6,4,0,0,0,71.912
2002,6,5,0,0,0,71.664
2002,6,6,0,0,0,72.642
2002,6,7,0,0,0,73.417
2002,6,8,0,0,0,71.768
2002,6,9,0,0,0,70.532
2002,6,10,0,0,0,70.352
2002,6,11,0,0,0,70.171
2002,6,12,0,0,0,70.286
2002,6,13,0,0,0,70.994
2002,6,14,0,0,0,67.805
2002,6,15,0,0,0,65.03
2002,6,16,0,0,0,66.811
2002,6,17,0,0,0,68.175
2002,6,18,0,0,0,66.066
2002,6,19,0,0,0,65.636
2002,6,20,0,0,0,66.527
2002,6,21,0,0,0,67.364
2002,6,22,0,0,0,68.201
2002,6,23,0,0,0,69.038
2002,6,24,0,0,0,69.875
2002,6,25,0,0,0,70.712
2002,6,26,0,0,0,71.202
2002,6,27,0,0,0,69.038
2002,6,28,0,0,0,65.984
2002,6,29,0,0,0,62.176
2002,6,30,0,0,0,57.916
2002,7,1,0,0,0,57.94
2002,7,2,0,0,0,62.792
2002,7,3,0,0,0,66.322
2002,7,4,0,0,0,66.533
2002,7,5,0,0,0,67.003
2002,7,6,0,0,0,67.602
2002,7,7,0,0,0,68.601
2002,7,8,0,0,0,70.624
2002,7,9,0,0,0,72.806
2002,7,10,0,0,0,71.851
2002,7,11,0,0,0,70.896
2002,7,12,0,0,0,61.907
2002,7,13,0,0,0,53.398
2002,7,14,0,0,0,57.703
2002,7,15,0,0,0,63.86
2002,7,16,0,0,0,65.357
2002,7,17,0,0,0,65.629
2002,7,18,0,0,0,65.446
2002,7,19,0,0,0,65.276
2002,7,20,0,0,0,65.107
2002,7,21,0,0,0,64.937
2002,7,22,0,0,0,64.768
2002,7,23,0,0,0,64.598
2002,7,24,0,0,0,64.429
2002,7,25,0,0,0,64.259
2002,7,26,0,0,0,64.09
2002,7,27,0,0,0,63.92
2002,7,28,0,0,0,63.751
2002,7,29,0,0,0,63.581
2002,7,30,0,0,0,63.412
2002,7,31,0,0,0,63.242
2002,8,1,0,0,0,63.073
2002,8,2,0,0,0,62.903
2002,8,3,0,0,0,62.843
2002,8,4,0,0,0,63.24
2002,8,5,0,0,0,62.219
2002,8,6,0,0,0,58.024
2002,8,7,0,0,0,56.889
2002,8,8,0,0,0,56.554
2002,8,9,0,0,0,58.349
2002,8,10,0,0,0,65.101
2002,8,11,0,0,0,65.942
2002,8,12,0,0,0,66.411
2002,8,13,0,0,0,66.735
2002,8,14,0,0,0,63.356
2002,8,15,0,0,0,61.686
2002,8,16,0,0,0,63.804
2002,8,17,0,0,0,65.274
2002,8,18,0,0,0,66.237
2002,8,19,0,0,0,66.91
2002,8,20,0,0,0,66.996
2002,8,21,0,0,0,67.005
2002,8,22,0,0,0,66.994
2002,8,23,0,0,0,66.973
2002,8,24,0,0,0,66.061
2002,8,25,0,0,0,65.212
2002,8,26,0,0,0,68.756
2002,8,27,0,0,0,66.613
2002,8,28,0,0,0,66.307
2002,8,29,0,0,0,65.589
2002,8,30,0,0,0,67.085
2002,8,31,0,0,0,66.32
2002,9,1,0,0,0,66.081
2002,9,2,0,0,0,65.87
2002,9,3,0,0,0,64.898
2002,9,4,0,0,0,65.21
2002,9,5,0,0,0,64.094
2002,9,6,0,0,0,64.395
2002,9,7,0,0,0,65.004
2002,9,8,0,0,0,62.954
2002,9,9,0,0,0,60.861
2002,9,10,0,0,0,60.74
2002,9,11,0,0,0,61.022
2002,9,12,0,0,0,60.771
2002,9,13,0,0,0,64.837
2002,9,14,0,0,0,67.144
2002,9,15,0,0,0,68.019
2002,9,16,0,0,0,68.67
2002,9,17,0,0,0,67.214
2002,9,18,0,0,0,66.428
2002,9,19,0,0,0,63.698
2002,9,20,0,0,0,61.441
2002,9,21,0,0,0,67.547
2002,9,22,0,0,0,69.703
2002,9,23,0,0,0,67.475
2002,9,24,0,0,0,67.294
2002,9,25,0,0,0,68.899
2002,9,26,0,0,0,68.029
2002,9,27,0,0,0,68.211
2002,9,28,0,0,0,68.832
2002,9,29,0,0,0,68.727
2002,9,30,0,0,0,68.195
2002,10,1,0,0,0,69.044
2002,10,2,0,0,0,69.68
2002,10,3,0,0,0,69.175
2002,10,4,0,0,0,69.309
2002,10,5,0,0,0,67.001
2002,10,6,0,0,0,66.337
2002,10,7,0,0,0,66.377
2002,10,8,0,0,0,65.144
2002,10,9,0,0,0,64.887
2002,10,10,0,0,0,65.032
2002,10,11,0,0,0,65.296
2002,10,12,0,0,0,64.73
2002,10,13,0,0,0,65.724
2002,10,14,0,0,0,67.313
2002,10,15,0,0,0,67.341
2002,10,16,0,0,0,66.939
2002,10,17,0,0,0,68.054
2002,10,18,0,0,0,68.418
2002,10,19,0,0,0,70.765
2002,10,20,0,0,0,69.897
2002,10,21,0,0,0,67.932
2002,10,22,0,0,0,67.239
2002,10,23,0,0,0,67.149
2002,10,24,0,0,0,65.137
2002,10,25,0,0,0,66.386
2002,10,26,0,0,0,67.648
2002,10,27,0,0,0,67.053
2002,10,28,0,0,0,69.14
2002,10,29,0,0,0,72.307
2002,10,30,0,0,0,72.428
2002,10,31,0,0,0,71.703
2002,11,1,0,0,0,70.789
2002,11,2,0,0,0,69.571
2002,11,3,0,0,0,68.945
2002,11,4,0,0,0,70.378
2002,11,5,0,0,0,67.98
2002,11,6,0,0,0,68.858
2002,11,7,0,0,0,70.469
2002,11,8,0,0,0,69.57
2002,11,9,0,0,0,69.875
2002,11,10,0,0,0,69.599
2002,11,11,0,0,0,70.058
2002,11,12,0,0,0,71.756
2002,11,13,0,0,0,71.917
2002,11,14,0,0,0,71.434
2002,11,15,0,0,0,70.98
2002,11,16,0,0,0,70.918
2002,11,17,0,0,0,70.132
2002,11,18,0,0,0,68.916
2002,11,19,0,0,0,69.481
2002,11,20,0,0,0,71.155
2002,11,21,0,0,0,70.519
2002,11,22,0,0,0,69.672
2002,11,23,0,0,0,68.231
2002,11,24,0,0,0,63.009
2002,11,25,0,0,0,67.013
2002,11,26,0,0,0,68.205
2002,11,27,0,0,0,67.785
2002,11,28,0,0,0,63.543
2002,11,29,0,0,0,59.301
2002,11,30,0,0,0,56.741
2002,12,1,0,0,0,56.014
2002,12,2,0,0,0,56.978
2002,12,3,0,0,0,57.047
2002,12,4,0,0,0,57.288
2002,12,5,0,0,0,57.333
2002,12,6,0,0,0,56.508
2002,12,7,0,0,0,57.969
2002,12,8,0,0,0,59.453
2002,12,9,0,0,0,60.864
2002,12,10,0,0,0,63.648
2002,12,11,0,0,0,61.985
2002,12,12,0,0,0,61.95
2002,12,13,0,0,0,63.076
2002,12,14,0,0,0,63.464
2002,12,15,0,0,0,66.206
2002,12,16,0,0,0,65.226
2002,12,17,0,0,0,62.834
2002,12,18,0,0,0,62.893
2002,12,19,0,0,0,63.381
2002,12,20,0,0,0,65.409
2002,12,21,0,0,0,65.446
2002,12,22,0,0,0,65.971
2002,12,23,0,0,0,63.529
2002,12,24,0,0,0,64.08
2002,12,25,0,0,0,63.911
2002,12,26,0,0,0,64.662
2002,12,27,0,0,0,66.141
2002,12,28,0,0,0,66.616
2002,12,29,0,0,0,65.594
2002,12,30,0,0,0,63.804
2002,12,31,0,0,0,62.354
2003,1,1,0,0,0,62.66
2003,1,2,0,0,0,62.924
2003,1,3,0,0,0,63.1
2003,1,4,0,0,0,63.321
2003,1,5,0,0,0,65.505
2003,1,6,0,0,0,65.325
2003,1,7,0,0,0,62.368
2003,1,8,0,0,0,61.113
2003,1,9,0,0,0,57.567
2003,1,10,0,0,0,55.846
2003,1,11,0,0,0,57.034
2003,1,12,0,0,0,58.129
2003,1,13,0,0,0,59.263
2003,1,14,0,0,0,60.412
2003,1,15,0,0,0,62.355
2003,1,16,0,0,0,64.714
2003,1,17,0,0,0,64.097
2003,1,18,0,0,0,66.32
2003,1,19,0,0,0,64.757
2003,1,20,0,0,0,64.836
2003,1,21,0,0,0,64.915
2003,1,22,0,0,0,64.994
2003,1,23,0,0,0,65.073
2003,1,24,0,0,0,65.192
2003,1,25,0,0,0,65.31
2003,1,26,0,0,0,65.389
2003,1,27,0,0,0,65.468
2003,1,28,0,0,0,65.547
2003,1,29,0,0,0,65.401
2003,1,30,0,0,0,64.801
2003,1,31,0,0,0,65.653
2003,2,1,0,0,0,67.922
2003,2,2,0,0,0,66.289
2003,2,3,0,0,0,64.656
2003,2,4,0,0,0,63.016
2003,2,5,0,0,0,64.311
2003,2,6,0,0,0,64.052
2003,2,7,0,0,0,63.752
2003,2,8,0,0,0,63.302
2003,2,9,0,0,0,62.852
2003,2,10,0,0,0,62.895
2003,2,11,0,0,0,63.269
2003,2,12,0,0,0,61.754
2003,2,13,0,0,0,61.865
2003,2,14,0,0,0,60.895
2003,2,15,0,0,0,62.087
2003,2,16,0,0,0,64.585
2003,2,17,0,0,0,63.467
2003,2,18,0,0,0,63.136
2003,2,19,0,0,0,63.712
2003,2,20,0,0,0,63.473
2003,2,21,0,0,0,62.386
2003,2,22,0,0,0,64.353
2003,2,23,0,0,0,63.097
2003,2,24,0,0,0,62.137
2003,2,25,0,0,0,60.03
2003,2,26,0,0,0,57.166
2003,2,27,0,0,0,54.525
2003,2,28,0,0,0,53.52
2003,3,1,0,0,0,55.703
2003,3,2,0,0,0,57.067
2003,3,3,0,0,0,58.161
2003,3,4,0,0,0,59.111
2003,3,5,0,0,0,61.482
2003,3,6,0,0,0,62.817
2003,3,7,0,0,0,61.127
2003,3,8,0,0,0,61.363
2003,3,9,0,0,0,60.484
2003,3,10,0,0,0,59.036
2003,3,11,0,0,0,58.475
2003,3,12,0,0,0,58.881
2003,3,13,0,0,0,62.913
2003,3,14,0,0,0,61.459
2003,3,15,0,0,0,60.452
2003,3,16,0,0,0,60.519
2003,3,17,0,0,0,61.247
2003,3,18,0,0,0,63.289
2003,3,19,0,0,0,59.676
2003,3,20,0,0,0,60.533
2003,3,21,0,0,0,60.718
2003,3,22,0,0,0,63.367
2003,3,23,0,0,0,61.858
2003,3,24,0,0,0,63.698
2003,3,25,0,0,0,63.875
2003,3,26,0,0,0,63.552
2003,3,27,0,0,0,60.564
2003,3,28,0,0,0,58.368
2003,3,29,0,0,0,58.322
2003,3,30,0,0,0,59.43
2003,3,31,0,0,0,60.606
2003,4,1,0,0,0,59.555
2003,4,2,0,0,0,60.789
2003,4,3,0,0,0,60.821
2003,4,4,0,0,0,60.401
2003,4,5,0,0,0,61.227
2003,4,6,0,0,0,62.051
2003,4,7,0,0,0,58.794
2003,4,8,0,0,0,61.637
2003,4,9,0,0,0,61.374
2003,4,10,0,0,0,60.395
2003,4,11,0,0,0,60.094
2003,4,12,0,0,0,61.714
2003,4,13,0,0,0,62.247
2003,4,14,0,0,0,59.45
2003,4,15,0,0,0,54.096
2003,4,16,0,0,0,44.817
2003,4,17,0,0,0,47.188
2003,4,18,0,0,0,52.349
2003,4,19,0,0,0,55.949
2003,4,20,0,0,0,55.449
2003,4,21,0,0,0,52.806
2003,4,22,0,0,0,57.533
2003,4,23,0,0,0,59.159
2003,4,24,0,0,0,59.883
2003,4,25,0,0,0,62.44
2003,4,26,0,0,0,62.35
2003,4,27,0,0,0,62.179
2003,4,28,0,0,0,61.846
2003,4,29,0,0,0,61.38
2003,4,30,0,0,0,61.025
2003,5,1,0,0,0,60.238
2003,5,2,0,0,0,56.25
2003,5,3,0,0,0,55.201
2003,5,4,0,0,0,54.583
2003,5,5,0,0,0,54.329
2003,5,6,0,0,0,55.809
2003,5,7,0,0,0,50.865
2003,5,8,0,0,0,50.914
2003,5,9,0,0,0,51.721
2003,5,10,0,0,0,55.878
2003,5,11,0,0,0,57.386
2003,5,12,0,0,0,60.186
2003,5,13,0,0,0,60.076
2003,5,14,0,0,0,60.227
2003,5,15,0,0,0,60.123
2003,5,16,0,0,0,60.064
2003,5,17,0,0,0,59.715
2003,5,18,0,0,0,56.844
2003,5,19,0,0,0,53.962
2003,5,20,0,0,0,50.52
2003,5,21,0,0,0,51.442
2003,5,22,0,0,0,50.321
2003,5,23,0,0,0,49.331
2003,5,24,0,0,0,52.99
2003,5,25,0,0,0,53.572
2003,5,26,0,0,0,54.921
2003,5,27,0,0,0,56.59
2003,5,28,0,0,0,58.584
2003,5,29,0,0,0,60.874
2003,5,30,0,0,0,62.003
2003,5,31,0,0,0,62.007
2003,6,1,0,0,0,62.581
2003,6,2,0,0,0,63.19
2003,6,3,0,0,0,62.362
2003,6,4,0,0,0,60.788
2003,6,5,0,0,0,60.664
2003,6,6,0,0,0,61.589
2003,6,7,0,0,0,62.322
2003,6,8,0,0,0,60.474
2003,6,9,0,0,0,55.012
2003,6,10,0,0,0,57.569
2003,6,11,0,0,0,58.519
2003,6,12,0,0,0,58.811
2003,6,13,0,0,0,55.052
2003,6,14,0,0,0,51.847
2003,6,15,0,0,0,53.146
2003,6,16,0,0,0,53.332
2003,6,17,0,0,0,55.978
2003,6,18,0,0,0,53.198
2003,6,19,0,0,0,53.135
2003,6,20,0,0,0,56.267
2003,6,21,0,0,0,57.213
2003,6,22,0,0,0,57.232
2003,6,23,0,0,0,57.295
2003,6,24,0,0,0,57.288
2003,6,25,0,0,0,60.743
2003,6,26,0,0,0,60.072
2003,6,27,0,0,0,58.852
2003,6,28,0,0,0,56.394
2003,6,29,0,0,0,54.234
2003,6,30,0,0,0,52.512
2003,7,1,0,0,0,52.224
2003,7,2,0,0,0,57.611
