Y,M,D,h,m,s,SPADS,ShoreFor,Obs
2003,4,1,0,0,0,59.014,60.968,59.989
2003,4,2,0,0,0,59.362,60.938,60.404
2003,4,3,0,0,0,59.565,60.854,60.779
2003,4,4,0,0,0,59.681,60.755,60.52
2003,4,5,0,0,0,59.773,60.714,60.817
2003,4,6,0,0,0,59.865,60.581,60.901
2003,4,7,0,0,0,59.951,60.311,60.84
2003,4,8,0,0,0,60,60.221,60.796
2003,4,9,0,0,0,59.959,60.349,60.866
2003,4,10,0,0,0,59.708,60.489,60.894
2003,4,11,0,0,0,59.12,60.528,60.987
2003,4,12,0,0,0,58.145,60.542,59.91
2003,4,13,0,0,0,56.847,60.673,57.545
2003,4,14,0,0,0,55.376,60.741,55.658
2003,4,15,0,0,0,53.973,60.508,54.552
2003,4,16,0,0,0,52.994,59.968,53.728
2003,4,17,0,0,0,52.75,59.236,52.757
2003,4,18,0,0,0,53.362,58.72,51.808
2003,4,19,0,0,0,54.655,58.605,52.299
2003,4,20,0,0,0,56.369,58.654,54.347
2003,4,21,0,0,0,58.209,58.692,56.161
2003,4,22,0,0,0,59.895,58.676,57.603
2003,4,23,0,0,0,61.237,58.684,58.517
2003,4,24,0,0,0,62.181,58.722,59.479
2003,4,25,0,0,0,62.776,58.856,60.77
2003,4,26,0,0,0,63.072,59.064,61.32
2003,4,27,0,0,0,63.032,59.26,61.586
2003,4,28,0,0,0,62.603,59.449,61.637
2003,4,29,0,0,0,61.813,59.651,60.752
2003,4,30,0,0,0,60.752,59.852,59.731
2003,5,1,0,0,0,59.542,60.048,58.646
2003,5,2,0,0,0,58.378,60.009,57.572
2003,5,3,0,0,0,57.506,59.418,56.776
2003,5,4,0,0,0,57.072,58.892,55.325
2003,5,5,0,0,0,57.045,58.751,53.993
2003,5,6,0,0,0,57.315,58.58,53.346
2003,5,7,0,0,0,57.8,58.458,53.443
2003,5,8,0,0,0,58.415,58.42,53.843
2003,5,9,0,0,0,59.123,58.444,54.68
2003,5,10,0,0,0,59.87,58.601,55.29
2003,5,11,0,0,0,60.543,58.816,56.627
2003,5,12,0,0,0,61.04,59.034,57.942
2003,5,13,0,0,0,61.295,59.262,59.134
2003,5,14,0,0,0,61.234,59.497,59.682
2003,5,15,0,0,0,60.818,59.72,59.605
2003,5,16,0,0,0,60.108,59.912,58.716
2003,5,17,0,0,0,59.203,60.065,57.351
2003,5,18,0,0,0,58.197,60.178,56.096
2003,5,19,0,0,0,57.195,60.07,54.696
2003,5,20,0,0,0,56.317,59.658,53.162
2003,5,21,0,0,0,55.78,59.245,52.202
2003,5,22,0,0,0,55.754,58.721,51.734
2003,5,23,0,0,0,56.206,58.264,51.871
2003,5,24,0,0,0,56.964,58.154,52.738
2003,5,25,0,0,0,57.873,58.126,53.758
2003,5,26,0,0,0,58.805,58.168,55.266
2003,5,27,0,0,0,59.702,58.309,57.076
2003,5,28,0,0,0,60.562,58.519,58.364
2003,5,29,0,0,0,61.387,58.754,59.651
2003,5,30,0,0,0,62.164,58.974,60.833
2003,5,31,0,0,0,62.826,59.154,61.657
2003,6,1,0,0,0,63.327,59.328,61.972
2003,6,2,0,0,0,63.642,59.497,61.942
2003,6,3,0,0,0,63.751,59.642,61.883
2003,6,4,0,0,0,63.613,59.784,61.928
2003,6,5,0,0,0,63.218,59.875,61.627
2003,6,6,0,0,0,62.599,59.863,60.459
2003,6,7,0,0,0,61.826,59.821,59.774
2003,6,8,0,0,0,61.012,59.898,59.45
2003,6,9,0,0,0,60.27,59.786,59.185
2003,6,10,0,0,0,59.69,59.51,58.251
2003,6,11,0,0,0,59.246,59.528,56.755
2003,6,12,0,0,0,58.846,59.714,55.708
2003,6,13,0,0,0,58.434,59.923,55.468
2003,6,14,0,0,0,58.064,60.153,55.241
2003,6,15,0,0,0,57.86,60.416,54.48
2003,6,16,0,0,0,57.897,60.163,53.67
2003,6,17,0,0,0,58.226,59.858,53.843
2003,6,18,0,0,0,58.766,60.086,54.61
2003,6,19,0,0,0,59.368,60.334,55.194
2003,6,20,0,0,0,59.868,60.455,55.76
2003,6,21,0,0,0,60.149,60.577,55.947
2003,6,22,0,0,0,60.116,60.812,57.025
2003,6,23,0,0,0,59.708,61.01,58.016
2003,6,24,0,0,0,58.905,61.068,58.385
2003,6,25,0,0,0,57.784,61.077,58.268
2003,6,26,0,0,0,56.485,61.11,57.84
2003,6,27,0,0,0,55.216,61.132,57.157
2003,6,28,0,0,0,54.244,61.124,56.433
2003,6,29,0,0,0,53.823,60.819,55.986
2003,6,30,0,0,0,54.131,60.203,56.028
2003,7,1,0,0,0,55.13,59.583,55.156
2003,7,2,0,0,0,56.539,59.358,55.235
2003,7,3,0,0,0,58.019,59.489,56.056
2003,7,4,0,0,0,59.318,59.546,57.202
2003,7,5,0,0,0,60.311,59.566,58.286
2003,7,6,0,0,0,60.922,59.701,58.722
2003,7,7,0,0,0,61.175,59.863,59.054
2003,7,8,0,0,0,61.197,59.909,60.45
2003,7,9,0,0,0,61.139,59.939,61.186
2003,7,10,0,0,0,61.095,60.032,61.132
2003,7,11,0,0,0,61.061,60.051,61.033
2003,7,12,0,0,0,61.046,60.122,60.972
2003,7,13,0,0,0,61.131,60.264,60.953
2003,7,14,0,0,0,61.355,60.405,60.664
2003,7,15,0,0,0,61.651,60.587,60.524
2003,7,16,0,0,0,61.885,60.77,60.682
2003,7,17,0,0,0,61.973,60.855,60.935
2003,7,18,0,0,0,61.832,60.909,61.023
2003,7,19,0,0,0,61.376,61.042,61.161
2003,7,20,0,0,0,60.589,61.186,61.082
2003,7,21,0,0,0,59.472,61.349,60.843
2003,7,22,0,0,0,58.024,61.518,60.197
2003,7,23,0,0,0,56.282,61.682,58.811
2003,7,24,0,0,0,54.341,61.837,57.474
2003,7,25,0,0,0,52.351,61.973,56.032
2003,7,26,0,0,0,50.511,61.918,54.66
2003,7,27,0,0,0,49.041,61.573,53.428
2003,7,28,0,0,0,48.139,61.149,52.684
2003,7,29,0,0,0,47.945,60.269,52.263
2003,7,30,0,0,0,48.372,59.366,52.379
2003,7,31,0,0,0,49.175,59.142,52.342
2003,8,1,0,0,0,50.083,59.082,52.821
2003,8,2,0,0,0,50.867,59.136,53.351
2003,8,3,0,0,0,51.439,59.116,53.865
2003,8,4,0,0,0,51.804,58.905,54.146
2003,8,5,0,0,0,52.005,58.807,54.113
2003,8,6,0,0,0,52.091,58.815,54.113
2003,8,7,0,0,0,52.122,58.935,54.505
2003,8,8,0,0,0,52.098,59.131,54.593
2003,8,9,0,0,0,52.028,59.313,54.471
2003,8,10,0,0,0,51.921,59.423,54.014
2003,8,11,0,0,0,51.825,59.31,53.754
2003,8,12,0,0,0,51.789,59.031,53.796
2003,8,13,0,0,0,51.809,58.714,53.503
2003,8,14,0,0,0,51.885,58.445,53.318
2003,8,15,0,0,0,51.941,58.331,53.619
2003,8,16,0,0,0,51.848,58.299,53.735
2003,8,17,0,0,0,51.536,58.438,53.348
2003,8,18,0,0,0,50.982,58.732,52.516
2003,8,19,0,0,0,50.299,59.044,52.189
2003,8,20,0,0,0,49.749,59.22,52.411
2003,8,21,0,0,0,49.589,58.546,52.434
2003,8,22,0,0,0,49.913,57.751,52.17
2003,8,23,0,0,0,50.616,57.67,52.193
2003,8,24,0,0,0,51.525,57.759,52.866
2003,8,25,0,0,0,52.459,57.795,53.409
2003,8,26,0,0,0,53.245,57.819,53.396
2003,8,27,0,0,0,53.799,57.895,53.109
2003,8,28,0,0,0,54.209,57.935,52.99
2003,8,29,0,0,0,54.599,57.938,52.634
2003,8,30,0,0,0,55.041,58.008,52.058
2003,8,31,0,0,0,55.597,58.078,52.329
2003,9,1,0,0,0,56.28,58.11,52.599
2003,9,2,0,0,0,56.998,58.044,52.779
2003,9,3,0,0,0,57.638,57.968,53.196
2003,9,4,0,0,0,58.154,58.144,53.528
2003,9,5,0,0,0,58.552,58.256,53.673
2003,9,6,0,0,0,58.865,58.226,54.204
2003,9,7,0,0,0,59.127,58.327,54.231
2003,9,8,0,0,0,59.325,58.549,54.504
2003,9,9,0,0,0,59.445,58.774,54.848
2003,9,10,0,0,0,59.488,59.031,55.038
2003,9,11,0,0,0,59.427,59.308,55.392
2003,9,12,0,0,0,59.229,59.426,55.845
2003,9,13,0,0,0,58.939,59.46,56.008
2003,9,14,0,0,0,58.648,59.347,55.805
2003,9,15,0,0,0,58.425,59.131,55.978
2003,9,16,0,0,0,58.331,59.008,56.396
2003,9,17,0,0,0,58.391,58.893,56.547
2003,9,18,0,0,0,58.541,58.788,56.389
2003,9,19,0,0,0,58.726,58.771,56.596
2003,9,20,0,0,0,58.984,58.887,57.215
2003,9,21,0,0,0,59.337,58.789,57.757
2003,9,22,0,0,0,59.78,58.603,57.576
2003,9,23,0,0,0,60.291,58.668,57.386
2003,9,24,0,0,0,60.761,58.846,57.591
2003,9,25,0,0,0,61.077,59.115,57.902
2003,9,26,0,0,0,61.21,59.425,57.812
2003,9,27,0,0,0,61.229,59.71,58.054
2003,9,28,0,0,0,61.217,59.97,58.312
2003,9,29,0,0,0,61.224,59.886,59.157
2003,9,30,0,0,0,61.231,59.775,59.561
2003,10,1,0,0,0,61.14,59.788,59.536
2003,10,2,0,0,0,60.914,59.799,59.717
2003,10,3,0,0,0,60.601,59.975,60.19
2003,10,4,0,0,0,60.287,59.493,60.073
2003,10,5,0,0,0,60.033,58.912,60.306
2003,10,6,0,0,0,59.834,58.978,59.809
2003,10,7,0,0,0,59.664,59.162,59.362
2003,10,8,0,0,0,59.491,59.35,59.132
2003,10,9,0,0,0,59.355,59.279,58.525
2003,10,10,0,0,0,59.359,58.837,57.889
2003,10,11,0,0,0,59.632,58.488,57.653
2003,10,12,0,0,0,60.255,58.414,57.613
2003,10,13,0,0,0,61.191,58.241,58.13
2003,10,14,0,0,0,62.314,58.073,58.961
2003,10,15,0,0,0,63.439,58.129,60.091
2003,10,16,0,0,0,64.353,58.254,61.481
2003,10,17,0,0,0,64.852,58.388,62.459
2003,10,18,0,0,0,64.831,58.533,62.689
2003,10,19,0,0,0,64.256,58.678,62.201
2003,10,20,0,0,0,63.168,58.829,61.475
2003,10,21,0,0,0,61.759,58.999,60.489
2003,10,22,0,0,0,60.287,59.047,59.432
2003,10,23,0,0,0,59.053,58.837,58.709
2003,10,24,0,0,0,58.319,58.458,58.249
2003,10,25,0,0,0,58.182,58.223,57.904
2003,10,26,0,0,0,58.54,58.265,57.952
2003,10,27,0,0,0,59.235,58.425,58.198
2003,10,28,0,0,0,60.071,58.455,58.877
2003,10,29,0,0,0,60.853,58.295,59.332
2003,10,30,0,0,0,61.51,58.198,59.11
2003,10,31,0,0,0,62.151,58.177,59.221
2003,11,1,0,0,0,62.925,58.202,59.895
2003,11,2,0,0,0,63.887,58.048,60.462
2003,11,3,0,0,0,64.964,57.911,60.921
2003,11,4,0,0,0,65.997,58.045,61.137
2003,11,5,0,0,0,66.828,58.211,61.457
2003,11,6,0,0,0,67.338,58.383,62.012
2003,11,7,0,0,0,67.468,58.547,62.105
2003,11,8,0,0,0,67.229,58.72,61.736
2003,11,9,0,0,0,66.731,58.905,61.488
2003,11,10,0,0,0,66.186,59.087,61.271
2003,11,11,0,0,0,65.741,59.26,61.009
2003,11,12,0,0,0,65.432,59.486,60.817
2003,11,13,0,0,0,65.227,59.75,60.91
2003,11,14,0,0,0,65.075,59.983,61.002
2003,11,15,0,0,0,64.911,60.196,61.291
2003,11,16,0,0,0,64.67,60.387,61.536
2003,11,17,0,0,0,64.418,60.556,61.854
2003,11,18,0,0,0,64.272,60.701,62.072
2003,11,19,0,0,0,64.306,60.847,62.173
2003,11,20,0,0,0,64.529,61.028,62.27
2003,11,21,0,0,0,64.897,61.242,62.606
2003,11,22,0,0,0,65.312,61.466,62.793
2003,11,23,0,0,0,65.629,61.671,62.694
2003,11,24,0,0,0,65.775,61.863,61.885
2003,11,25,0,0,0,65.781,62.048,61.2
2003,11,26,0,0,0,65.788,62.247,61.014
2003,11,27,0,0,0,65.935,62.202,60.742
2003,11,28,0,0,0,66.306,62.208,60.942
2003,11,29,0,0,0,66.867,62.511,61.187
2003,11,30,0,0,0,67.502,62.78,61.733
2003,12,1,0,0,0,68.076,63.016,63.149
2003,12,2,0,0,0,68.469,63.226,64.726
2003,12,3,0,0,0,68.607,63.43,65.297
2003,12,4,0,0,0,68.497,63.627,65.705
2003,12,5,0,0,0,68.2,63.851,65.596
2003,12,6,0,0,0,67.803,64.104,65.517
2003,12,7,0,0,0,67.391,64.164,65.496
2003,12,8,0,0,0,67.007,64.198,65.522
2003,12,9,0,0,0,66.687,64.312,65.175
2003,12,10,0,0,0,66.455,64.431,65.252
2003,12,11,0,0,0,66.358,64.501,65.719
2003,12,12,0,0,0,66.444,64.463,65.898
2003,12,13,0,0,0,66.683,64.468,66.386
2003,12,14,0,0,0,67.031,64.489,66.759
2003,12,15,0,0,0,67.44,64.498,66.812
2003,12,16,0,0,0,67.816,64.543,67.244
2003,12,17,0,0,0,68.074,64.65,67.458
2003,12,18,0,0,0,68.195,64.777,67.235
2003,12,19,0,0,0,68.19,64.901,67.259
2003,12,20,0,0,0,68.108,64.999,66.849
2003,12,21,0,0,0,68.016,65.058,66.463
2003,12,22,0,0,0,67.961,65.14,66.406
2003,12,23,0,0,0,67.973,65.273,66.356
2003,12,24,0,0,0,68.029,65.386,66.767
2003,12,25,0,0,0,68.111,65.5,67.1
2003,12,26,0,0,0,68.211,65.64,67.244
2003,12,27,0,0,0,68.327,65.782,67.923
2003,12,28,0,0,0,68.445,65.897,68.979
2003,12,29,0,0,0,68.55,65.99,69.522
2003,12,30,0,0,0,68.55,66.018,69.698
2003,12,31,0,0,0,68.4,65.994,69.774
2004,1,1,0,0,0,68.169,65.984,69.977
2004,1,2,0,0,0,67.932,65.98,70.34
2004,1,3,0,0,0,67.701,66.004,70.342
2004,1,4,0,0,0,67.482,66.046,69.702
2004,1,5,0,0,0,67.285,66.076,69.176
2004,1,6,0,0,0,67.107,66.114,69.074
2004,1,7,0,0,0,66.877,66.21,68.609
2004,1,8,0,0,0,66.541,66.322,68.281
2004,1,9,0,0,0,66.173,66.355,67.841
2004,1,10,0,0,0,65.869,66.351,67.053
2004,1,11,0,0,0,65.696,66.348,66.9
2004,1,12,0,0,0,65.708,66.366,66.876
2004,1,13,0,0,0,65.934,66.381,66.928
2004,1,14,0,0,0,66.336,66.387,67.044
2004,1,15,0,0,0,66.791,66.423,67.134
2004,1,16,0,0,0,67.184,66.505,67.661
2004,1,17,0,0,0,67.446,66.687,68.315
2004,1,18,0,0,0,67.607,66.876,68.637
2004,1,19,0,0,0,67.741,67.015,68.973
2004,1,20,0,0,0,67.923,67.05,69.002
2004,1,21,0,0,0,68.215,67.133,69.518
2004,1,22,0,0,0,68.637,67.41,69.938
2004,1,23,0,0,0,69.136,67.697,70.349
2004,1,24,0,0,0,69.651,67.944,70.806
2004,1,25,0,0,0,70.103,68.169,71.417
2004,1,26,0,0,0,70.392,68.37,72.366
2004,1,27,0,0,0,70.446,68.555,73.101
2004,1,28,0,0,0,70.252,68.764,73.46
2004,1,29,0,0,0,69.854,68.985,73.559
2004,1,30,0,0,0,69.322,69.052,72.971
2004,1,31,0,0,0,68.745,68.913,72.592
2004,2,1,0,0,0,68.221,68.758,71.965
2004,2,2,0,0,0,67.873,68.472,71.096
2004,2,3,0,0,0,67.794,68.181,70.546
2004,2,4,0,0,0,68.045,68.089,70.529
2004,2,5,0,0,0,68.646,67.841,70.785
2004,2,6,0,0,0,69.536,67.619,71.073
2004,2,7,0,0,0,70.552,67.629,71.821
2004,2,8,0,0,0,71.462,67.672,72.703
2004,2,9,0,0,0,72.111,67.749,73.214
2004,2,10,0,0,0,72.489,67.855,73.702
2004,2,11,0,0,0,72.678,67.942,73.88
2004,2,12,0,0,0,72.754,67.975,73.782
2004,2,13,0,0,0,72.727,68.032,74.221
2004,2,14,0,0,0,72.621,68.131,73.937
2004,2,15,0,0,0,72.45,68.156,73.921
2004,2,16,0,0,0,72.214,68.136,74.565
2004,2,17,0,0,0,71.939,68.158,75.086
2004,2,18,0,0,0,71.702,68.233,75.754
2004,2,19,0,0,0,71.509,68.303,76.447
2004,2,20,0,0,0,71.299,68.134,76.879
2004,2,21,0,0,0,71.044,68.013,77.108
2004,2,22,0,0,0,70.668,68.012,77.279
2004,2,23,0,0,0,70.095,68.068,77.1
2004,2,24,0,0,0,69.256,68.095,76.217
2004,2,25,0,0,0,68.102,68.113,74.114
2004,2,26,0,0,0,66.675,68.332,71.86
2004,2,27,0,0,0,65.187,68.385,69.612
2004,2,28,0,0,0,63.973,67.93,68.393
2004,2,29,0,0,0,63.338,66.864,67.273
2004,3,1,0,0,0,63.511,65.844,66.294
2004,3,2,0,0,0,64.356,65.404,65.835
2004,3,3,0,0,0,65.559,65.263,66.215
2004,3,4,0,0,0,66.809,65.354,66.62
2004,3,5,0,0,0,67.847,65.627,67.461
2004,3,6,0,0,0,68.546,65.846,67.759
2004,3,7,0,0,0,68.906,66.01,66.899
2004,3,8,0,0,0,69.056,66.117,65.712
2004,3,9,0,0,0,69.138,66.228,65.484
2004,3,10,0,0,0,69.235,66.272,66.061
2004,3,11,0,0,0,69.397,66.184,66.839
2004,3,12,0,0,0,69.637,66.087,67.122
2004,3,13,0,0,0,69.921,66.048,67.246
2004,3,14,0,0,0,70.179,66.077,68.035
2004,3,15,0,0,0,70.376,66.167,69.149
2004,3,16,0,0,0,70.471,66.292,69.543
2004,3,17,0,0,0,70.474,66.411,69.308
2004,3,18,0,0,0,70.453,66.472,69.523
2004,3,19,0,0,0,70.481,66.499,69.872
2004,3,20,0,0,0,70.604,66.557,70.143
2004,3,21,0,0,0,70.806,66.646,70.808
2004,3,22,0,0,0,70.993,66.749,71.334
2004,3,23,0,0,0,71.103,66.862,71.512
2004,3,24,0,0,0,71.079,66.983,72.094
2004,3,25,0,0,0,70.905,67.089,72.338
2004,3,26,0,0,0,70.663,67.185,72.789
2004,3,27,0,0,0,70.463,67.264,73.394
2004,3,28,0,0,0,70.382,67.285,73.67
2004,3,29,0,0,0,70.476,67.343,74.064
2004,3,30,0,0,0,70.764,67.532,74.925
2004,3,31,0,0,0,71.146,67.764,75.391
2004,4,1,0,0,0,71.484,67.988,75.94
2004,4,2,0,0,0,71.714,68.208,76.121
2004,4,3,0,0,0,71.81,68.407,75.865
2004,4,4,0,0,0,71.726,68.577,75.738
2004,4,5,0,0,0,71.427,68.758,75.649
2004,4,6,0,0,0,70.91,68.932,75.206
2004,4,7,0,0,0,70.254,68.994,74.449
2004,4,8,0,0,0,69.601,69.05,73.917
2004,4,9,0,0,0,69.078,68.799,73.765
2004,4,10,0,0,0,68.75,68.519,74.104
2004,4,11,0,0,0,68.575,68.567,73.888
2004,4,12,0,0,0,68.444,68.579,73.253
2004,4,13,0,0,0,68.204,68.646,72.874
2004,4,14,0,0,0,67.736,68.783,72.818
2004,4,15,0,0,0,66.969,68.819,72.633
2004,4,16,0,0,0,65.904,68.798,71.152
2004,4,17,0,0,0,64.639,68.793,68.349
2004,4,18,0,0,0,63.355,68.744,66.399
2004,4,19,0,0,0,62.27,68.605,64.974
2004,4,20,0,0,0,61.614,68.263,63.808
2004,4,21,0,0,0,61.578,67.8,63.005
2004,4,22,0,0,0,62.143,67.489,62.537
2004,4,23,0,0,0,63.093,67.364,63.737
2004,4,24,0,0,0,64.214,67.313,66.012
2004,4,25,0,0,0,65.259,67.339,67.664
2004,4,26,0,0,0,65.994,67.427,68.677
2004,4,27,0,0,0,66.327,67.549,69.397
2004,4,28,0,0,0,66.329,67.513,69.765
2004,4,29,0,0,0,66.148,67.354,69.781
2004,4,30,0,0,0,65.948,67.215,69.377
2004,5,1,0,0,0,65.866,67.071,69.42
2004,5,2,0,0,0,65.994,66.804,70.121
2004,5,3,0,0,0,66.347,66.522,70.341
2004,5,4,0,0,0,66.775,66.395,69.581
2004,5,5,0,0,0,67.055,66.415,69.228
2004,5,6,0,0,0,67.049,66.44,68.835
2004,5,7,0,0,0,66.723,66.424,68.543
2004,5,8,0,0,0,66.112,66.54,67.792
2004,5,9,0,0,0,65.338,66.719,66.225
2004,5,10,0,0,0,64.538,66.901,65.178
2004,5,11,0,0,0,63.858,66.983,65.063
2004,5,12,0,0,0,63.45,66.776,64.583
2004,5,13,0,0,0,63.441,66.304,64.462
2004,5,14,0,0,0,63.884,65.976,64.39
2004,5,15,0,0,0,64.617,65.875,64.452
2004,5,16,0,0,0,65.415,65.893,64.728
2004,5,17,0,0,0,66.106,66.03,64.982
2004,5,18,0,0,0,66.567,66.161,65.117
2004,5,19,0,0,0,66.77,66.211,64.844
2004,5,20,0,0,0,66.776,66.194,64.881
2004,5,21,0,0,0,66.655,66.182,64.697
2004,5,22,0,0,0,66.456,66.249,64.436
2004,5,23,0,0,0,66.217,66.382,64.438
2004,5,24,0,0,0,65.909,66.503,64.842
2004,5,25,0,0,0,65.478,66.642,65.425
2004,5,26,0,0,0,64.993,66.687,66.313
2004,5,27,0,0,0,64.591,66.581,66.51
2004,5,28,0,0,0,64.391,66.465,66.714
2004,5,29,0,0,0,64.498,66.004,67.03
2004,5,30,0,0,0,64.917,65.578,67.242
2004,5,31,0,0,0,65.499,65.604,67.336
2004,6,1,0,0,0,66.116,65.719,67.25
2004,6,2,0,0,0,66.674,65.808,66.911
2004,6,3,0,0,0,67.109,65.865,66.894
2004,6,4,0,0,0,67.44,65.922,66.687
2004,6,5,0,0,0,67.753,65.777,66.557
2004,6,6,0,0,0,68.08,65.603,66.477
2004,6,7,0,0,0,68.382,65.646,66.624
2004,6,8,0,0,0,68.621,65.771,66.754
2004,6,9,0,0,0,68.713,65.911,66.72
2004,6,10,0,0,0,68.571,66.05,66.219
2004,6,11,0,0,0,68.217,66.179,66.162
2004,6,12,0,0,0,67.689,66.306,65.992
2004,6,13,0,0,0,67.016,66.364,65.723
2004,6,14,0,0,0,66.218,66.348,65.222
2004,6,15,0,0,0,65.301,66.335,64.446
2004,6,16,0,0,0,64.299,66.319,63.134
2004,6,17,0,0,0,63.357,66.297,62.263
2004,6,18,0,0,0,62.635,66.235,60.843
2004,6,19,0,0,0,62.229,65.729,60.424
2004,6,20,0,0,0,62.241,65.069,60.719
2004,6,21,0,0,0,62.742,64.642,61.136
2004,6,22,0,0,0,63.579,64.392,61.97
2004,6,23,0,0,0,64.497,64.438,63.637
2004,6,24,0,0,0,65.252,64.577,64.745
2004,6,25,0,0,0,65.627,64.704,65.591
2004,6,26,0,0,0,65.577,64.822,65.308
2004,6,27,0,0,0,65.252,64.952,64.608
2004,6,28,0,0,0,64.841,64.585,64.478
2004,6,29,0,0,0,64.522,64.102,64.022
2004,6,30,0,0,0,64.379,63.949,64.057
2004,7,1,0,0,0,64.418,63.843,64.603
2004,7,2,0,0,0,64.594,63.959,65.603
2004,7,3,0,0,0,64.82,64.18,66.048
2004,7,4,0,0,0,65.012,64.391,66.148
2004,7,5,0,0,0,65.112,64.588,65.595
2004,7,6,0,0,0,65.04,64.66,65.443
2004,7,7,0,0,0,64.755,64.604,64.242
2004,7,8,0,0,0,64.282,64.536,62.787
2004,7,9,0,0,0,63.696,64.511,61.936
2004,7,10,0,0,0,63.109,64.353,61.837
2004,7,11,0,0,0,62.587,64.153,62.375
2004,7,12,0,0,0,62.116,64.12,62.692
2004,7,13,0,0,0,61.614,64.131,62.598
2004,7,14,0,0,0,61.008,64.255,62.576
2004,7,15,0,0,0,60.26,64.335,61.544
2004,7,16,0,0,0,59.435,64.203,60.682
2004,7,17,0,0,0,58.758,63.916,60.025
2004,7,18,0,0,0,58.491,63.346,58.619
2004,7,19,0,0,0,58.765,62.801,57.842
2004,7,20,0,0,0,59.504,62.614,57.794
2004,7,21,0,0,0,60.578,62.44,58.35
2004,7,22,0,0,0,61.787,62.265,60.035
2004,7,23,0,0,0,62.869,62.352,60.969
2004,7,24,0,0,0,63.655,62.572,61.776
2004,7,25,0,0,0,64.122,62.773,62.825
2004,7,26,0,0,0,64.303,62.954,63.166
2004,7,27,0,0,0,64.276,63.063,63.165
2004,7,28,0,0,0,64.125,63.074,63.013
2004,7,29,0,0,0,63.897,62.676,62.608
2004,7,30,0,0,0,63.683,62.265,62.432
2004,7,31,0,0,0,63.525,62.241,62.209
2004,8,1,0,0,0,63.43,62.236,61.853
2004,8,2,0,0,0,63.337,62.253,61.839
2004,8,3,0,0,0,63.185,62.318,61.441
2004,8,4,0,0,0,63.034,62.441,61.405
2004,8,5,0,0,0,62.994,62.421,61.399
2004,8,6,0,0,0,63.159,62.182,61.369
2004,8,7,0,0,0,63.552,62.067,61.386
2004,8,8,0,0,0,64.138,62.156,61.858
2004,8,9,0,0,0,64.813,62.347,62.563
2004,8,10,0,0,0,65.403,62.588,63.57
2004,8,11,0,0,0,65.724,62.795,63.904
2004,8,12,0,0,0,65.607,62.99,63.748
2004,8,13,0,0,0,65.01,63.177,63.063
2004,8,14,0,0,0,64.079,63.353,62.884
2004,8,15,0,0,0,63.078,63.418,62.686
2004,8,16,0,0,0,62.33,63.307,62.025
2004,8,17,0,0,0,62.05,63.159,61.326
2004,8,18,0,0,0,62.266,63.224,61.386
2004,8,19,0,0,0,62.859,63.461,62.25
2004,8,20,0,0,0,63.615,63.699,63.51
2004,8,21,0,0,0,64.369,63.934,64.379
2004,8,22,0,0,0,65.049,64.137,64.818
2004,8,23,0,0,0,65.558,64.218,65.6
2004,8,24,0,0,0,65.865,64.278,66.426
2004,8,25,0,0,0,66.028,64.407,66.925
2004,8,26,0,0,0,66.085,64.571,67.181
2004,8,27,0,0,0,66.073,64.754,67.427
2004,8,28,0,0,0,66.102,64.9,67.389
2004,8,29,0,0,0,66.161,65.031,67.273
2004,8,30,0,0,0,66.177,65.191,66.859
2004,8,31,0,0,0,66.107,65.367,66.715
2004,9,1,0,0,0,65.948,65.508,66.594
2004,9,2,0,0,0,65.723,65.477,66.512
2004,9,3,0,0,0,65.479,65.377,66.685
2004,9,4,0,0,0,65.23,65.41,66.967
2004,9,5,0,0,0,64.95,65.522,67.416
2004,9,6,0,0,0,64.575,65.698,68.121
2004,9,7,0,0,0,63.989,65.897,68.49
2004,9,8,0,0,0,63.148,66.066,68.457
2004,9,9,0,0,0,62.074,66.152,68.134
2004,9,10,0,0,0,60.855,66.129,67.211
2004,9,11,0,0,0,59.733,65.965,66.176
2004,9,12,0,0,0,58.96,65.742,65.384
2004,9,13,0,0,0,58.74,65.502,64.555
2004,9,14,0,0,0,59.185,65.174,64.217
2004,9,15,0,0,0,60.195,64.932,64.445
2004,9,16,0,0,0,61.532,64.91,65.018
2004,9,17,0,0,0,62.93,65.008,65.85
2004,9,18,0,0,0,64.173,65.15,66.718
2004,9,19,0,0,0,65.162,65.313,67.412
2004,9,20,0,0,0,65.851,65.466,68.022
2004,9,21,0,0,0,66.26,65.61,67.873
2004,9,22,0,0,0,66.503,65.751,67.526
2004,9,23,0,0,0,66.707,65.844,66.936
2004,9,24,0,0,0,66.945,65.865,66.724
2004,9,25,0,0,0,67.22,65.857,66.709
2004,9,26,0,0,0,67.499,65.833,66.694
2004,9,27,0,0,0,67.724,65.884,66.518
2004,9,28,0,0,0,67.799,65.999,66.363
2004,9,29,0,0,0,67.639,66.102,66.529
2004,9,30,0,0,0,67.188,66.245,66.835
2004,10,1,0,0,0,66.414,66.384,66.093
2004,10,2,0,0,0,65.362,66.515,65.114
2004,10,3,0,0,0,64.202,66.561,64.745
2004,10,4,0,0,0,63.16,66.438,64.786
2004,10,5,0,0,0,62.418,65.938,64.726
2004,10,6,0,0,0,62.105,65.556,64.253
2004,10,7,0,0,0,62.275,65.603,63.758
2004,10,8,0,0,0,62.858,65.238,64.306
2004,10,9,0,0,0,63.746,64.79,64.769
